seconds,data
float,int
,
0.3448125,120
0.344875,122
0.3449375,120
0.345,127
0.3450625,127
0.345125,126
0.3451875,122
0.34525,120
0.3453125,122
0.345375,122
0.3454375,125
0.3455,119
0.3455625,122
0.345625,118
0.3456875,122
0.34575,126
0.3458125,135
0.345875,137
0.3459375,135
0.346,132
0.3460625,124
0.346125,118
0.3461875,117
0.34625,115
0.3463125,116
0.346375,120
0.3464375,117
0.3465,119
0.3465625,115
0.346625,118
0.3466875,122
0.34675,122
0.3468125,128
0.346875,128
0.3469375,121
0.347,120
0.3470625,117
0.347125,116
0.3471875,113
0.34725,113
0.3473125,110
0.347375,111
0.3474375,113
0.3475,117
0.3475625,124
0.347625,121
0.3476875,117
0.34775,117
0.3478125,122
0.347875,130
0.3479375,130
0.348,125
0.3480625,126
0.348125,122
0.3481875,120
0.34825,116
0.3483125,115
0.348375,113
0.3484375,117
0.3485,119
0.3485625,120
0.348625,118
0.3486875,118
0.34875,120
0.3488125,126
0.348875,135
0.3489375,135
0.349,130
0.3490625,124
0.349125,124
0.3491875,123
0.34925,124
0.3493125,129
0.349375,132
0.3494375,132
0.3495,131
0.3495625,130
0.349625,125
0.3496875,118
0.34975,118
0.3498125,118
0.349875,121
0.3499375,119
0.35,122
0.3500625,124
0.350125,125
0.3501875,129
0.35025,130
0.3503125,133
0.350375,132
0.3504375,132
0.3505,129
0.3505625,122
0.350625,122
0.3506875,126
0.35075,126
0.3508125,125
0.350875,131
0.3509375,132
0.351,132
0.3510625,134
0.351125,136
0.3511875,135
0.35125,135
0.3513125,137
0.351375,141
0.3514375,140
0.3515,136
0.3515625,129
0.351625,128
0.3516875,125
0.35175,127
0.3518125,136
0.351875,135
0.3519375,138
0.352,140
0.3520625,139
0.352125,139
0.3521875,138
0.35225,140
0.3523125,136
0.352375,135
0.3524375,135
0.3525,137
0.3525625,138
0.352625,136
0.3526875,130
0.35275,121
0.3528125,120
0.352875,119
0.3529375,120
0.353,121
0.3530625,129
0.353125,130
0.3531875,130
0.35325,132
0.3533125,135
0.353375,134
0.3534375,124
0.3535,127
0.3535625,122
0.353625,130
0.3536875,133
0.35375,132
0.3538125,136
0.353875,130
0.3539375,129
0.354,123
0.3540625,125
0.354125,125
0.3541875,128
0.35425,128
0.3543125,128
0.354375,129
0.3544375,128
0.3545,132
0.3545625,130
0.354625,135
0.3546875,126
0.35475,122
0.3548125,123
0.354875,127
0.3549375,124
0.355,125
0.3550625,126
0.355125,121
0.3551875,121
0.35525,122
0.3553125,122
0.355375,114
0.3554375,116
0.3555,117
0.3555625,117
0.355625,122
0.3556875,122
0.35575,121
0.3558125,127
0.355875,129
0.3559375,129
0.356,123
0.3560625,120
0.356125,118
0.3561875,118
0.35625,115
0.3563125,115
0.356375,121
0.3564375,122
0.3565,128
0.3565625,134
0.356625,136
0.3566875,137
0.35675,135
0.3568125,129
0.356875,126
0.3569375,123
0.357,119
0.3570625,117
0.357125,115
0.3571875,117
0.35725,120
0.3573125,121
0.357375,126
0.3574375,123
0.3575,116
0.3575625,118
0.357625,118
0.3576875,116
0.35775,115
0.3578125,118
0.357875,119
0.3579375,116
0.358,115
0.3580625,114
0.358125,117
0.3581875,124
0.35825,122
0.3583125,123
0.358375,124
0.3584375,130
0.3585,129
0.3585625,130
0.358625,128
0.3586875,128
0.35875,130
0.3588125,131
0.358875,135
0.3589375,135
0.359,139
0.3590625,134
0.359125,130
0.3591875,132
0.35925,132
0.3593125,135
0.359375,140
0.3594375,143
0.3595,144
0.3595625,145
0.359625,141
0.3596875,139
0.35975,139
0.3598125,139
0.359875,137
0.3599375,134
0.36,136
0.3600625,133
0.360125,130
0.3601875,119
0.36025,115
0.3603125,113
0.360375,110
0.3604375,110
0.3605,109
0.3605625,116
0.360625,120
0.3606875,129
0.36075,137
0.3608125,132
0.360875,135
0.3609375,126
0.361,128
0.3610625,122
0.361125,125
0.3611875,128
0.36125,126
0.3613125,124
0.361375,130
0.3614375,131
0.3615,133
0.3615625,137
0.361625,134
0.3616875,131
0.36175,130
0.3618125,132
0.361875,138
0.3619375,138
0.362,137
0.3620625,133
0.362125,129
0.3621875,126
0.36225,127
0.3623125,132
0.362375,132
0.3624375,132
0.3625,128
0.3625625,131
0.362625,126
0.3626875,124
0.36275,123
0.3628125,122
0.362875,125
0.3629375,124
0.363,133
0.3630625,133
0.363125,141
0.3631875,141
0.36325,141
0.3633125,138
0.363375,132
0.3634375,125
0.3635,122
0.3635625,121
0.363625,119
0.3636875,123
0.36375,124
0.3638125,132
0.363875,132
0.3639375,130
0.364,126
0.3640625,129
0.364125,126
0.3641875,124
0.36425,124
0.3643125,121
0.364375,116
0.3644375,114
0.3645,115
0.3645625,119
0.364625,121
0.3646875,121
0.36475,123
0.3648125,120
0.364875,119
0.3649375,118
0.365,116
0.3650625,122
0.365125,122
0.3651875,129
0.36525,126
0.3653125,126
0.365375,124
0.3654375,121
0.3655,120
0.3655625,115
0.365625,119
0.3656875,113
0.36575,112
0.3658125,111
0.365875,112
0.3659375,115
0.366,119
0.3660625,121
0.366125,122
0.3661875,124
0.36625,120
0.3663125,120
0.366375,116
0.3664375,117
0.3665,115
0.3665625,116
0.366625,112
0.3666875,112
0.36675,118
0.3668125,116
0.366875,115
0.3669375,117
0.367,120
0.3670625,121
0.367125,115
0.3671875,116
0.36725,115
0.3673125,120
0.367375,122
0.3674375,119
0.3675,119
0.3675625,118
0.367625,122
0.3676875,121
0.36775,122
0.3678125,121
0.367875,126
0.3679375,130
0.368,132
0.3680625,133
0.368125,139
0.3681875,137
0.36825,137
0.3683125,135
0.368375,128
0.3684375,127
0.3685,127
0.3685625,121
0.368625,118
0.3686875,118
0.36875,118
0.3688125,119
0.368875,129
0.3689375,126
0.369,125
0.3690625,131
0.369125,130
0.3691875,129
0.36925,129
0.3693125,129
0.369375,125
0.3694375,133
0.3695,134
0.3695625,129
0.369625,127
0.3696875,125
0.36975,127
0.3698125,132
0.369875,137
0.3699375,135
0.37,137
0.3700625,135
0.370125,141
0.3701875,141
0.37025,138
0.3703125,136
0.370375,138
0.3704375,141
0.3705,142
0.3705625,141
0.370625,138
0.3706875,136
0.37075,132
0.3708125,134
0.370875,135
0.3709375,136
0.371,137
0.3710625,138
0.371125,136
0.3711875,132
0.37125,135
0.3713125,133
0.371375,128
0.3714375,130
0.3715,125
0.3715625,128
0.371625,122
0.3716875,120
0.37175,120
0.3718125,118
0.371875,124
0.3719375,129
0.372,136
0.3720625,137
0.372125,137
0.3721875,137
0.37225,132
0.3723125,126
0.372375,126
0.3724375,121
0.3725,116
0.3725625,126
0.372625,128
0.3726875,129
0.37275,134
0.3728125,137
0.372875,138
0.3729375,137
0.373,136
0.3730625,138
0.373125,137
0.3731875,133
0.37325,129
0.3733125,130
0.373375,128
0.3734375,132
0.3735,133
0.3735625,130
0.373625,135
0.3736875,128
0.37375,134
0.3738125,128
0.373875,126
0.3739375,121
0.374,121
0.3740625,120
0.374125,122
0.3741875,127
0.37425,128
0.3743125,129
0.374375,124
0.3744375,121
0.3745,123
0.3745625,123
0.374625,119
0.3746875,121
0.37475,127
0.3748125,124
0.374875,124
0.3749375,121
0.375,126
0.3750625,124
0.375125,124
0.3751875,121
0.37525,118
0.3753125,121
0.375375,121
0.3754375,126
0.3755,124
0.3755625,125
0.375625,121
0.3756875,118
0.37575,116
0.3758125,116
0.375875,114
0.3759375,113
0.376,112
0.3760625,115
0.376125,117
0.3761875,120
0.37625,118
0.3763125,121
0.376375,120
0.3764375,122
0.3765,120
0.3765625,120
0.376625,122
0.3766875,118
0.37675,123
0.3768125,122
0.376875,121
0.3769375,115
0.377,118
0.3770625,118
0.377125,119
0.3771875,120
0.37725,121
0.3773125,124
0.377375,125
0.3774375,128
0.3775,122
0.3775625,125
0.377625,118
0.3776875,118
0.37775,115
0.3778125,114
0.377875,117
0.3779375,121
0.378,126
0.3780625,126
0.378125,125
0.3781875,120
0.37825,121
0.3783125,113
0.378375,115
0.3784375,117
0.3785,121
0.3785625,128
0.378625,126
0.3786875,130
0.37875,128
0.3788125,133
0.378875,136
0.3789375,136
0.379,142
0.3790625,144
0.379125,144
0.3791875,143
0.37925,142
0.3793125,136
0.379375,130
0.3794375,130
0.3795,126
0.3795625,124
0.379625,119
0.3796875,124
0.37975,121
0.3798125,124
0.379875,128
0.3799375,129
0.38,132
0.3800625,133
0.380125,134
0.3801875,135
0.38025,134
0.3803125,135
0.380375,134
0.3804375,127
0.3805,119
0.3805625,112
0.380625,111
0.3806875,108
0.38075,111
0.3808125,115
0.380875,120
0.3809375,121
0.381,124
0.3810625,129
0.381125,133
0.3811875,133
0.38125,132
0.3813125,133
0.381375,135
0.3814375,130
0.3815,124
0.3815625,123
0.381625,121
0.3816875,125
0.38175,125
0.3818125,124
0.381875,130
0.3819375,129
0.382,128
0.3820625,128
0.382125,133
0.3821875,133
0.38225,135
0.3823125,132
0.382375,133
0.3824375,128
0.3825,133
0.3825625,134
0.382625,130
0.3826875,127
0.38275,124
0.3828125,132
0.382875,129
0.3829375,136
0.383,130
0.3830625,128
0.383125,120
0.3831875,121
0.38325,122
0.3833125,128
0.383375,127
0.3834375,123
0.3835,120
0.3835625,116
0.383625,117
0.3836875,118
0.38375,125
0.3838125,127
0.383875,135
0.3839375,136
0.384,138
0.3840625,128
0.384125,126
0.3841875,129
0.38425,132
0.3843125,133
0.384375,135
0.3844375,135
0.3845,131
0.3845625,130
0.384625,124
0.3846875,127
0.38475,127
0.3848125,134
0.384875,135
0.3849375,135
0.385,130
0.3850625,127
0.385125,124
0.3851875,127
0.38525,127
0.3853125,127
0.385375,129
0.3854375,127
0.3855,124
0.3855625,118
0.385625,119
0.3856875,120
0.38575,128
0.3858125,127
0.385875,126
0.3859375,119
0.386,120
0.3860625,116
0.386125,115
0.3861875,116
0.38625,113
0.3863125,115
0.386375,121
0.3864375,128
0.3865,132
0.3865625,133
0.386625,134
0.3866875,130
0.38675,128
0.3868125,131
0.386875,133
0.3869375,135
0.387,133
0.3870625,134
0.387125,132
0.3871875,129
0.38725,128
0.3873125,133
0.387375,129
0.3874375,126
0.3875,122
0.3875625,115
0.387625,116
0.3876875,113
0.38775,118
0.3878125,117
0.387875,121
0.3879375,122
0.388,124
0.3880625,122
0.388125,118
0.3881875,117
0.38825,114
0.3883125,113
0.388375,114
0.3884375,121
0.3885,124
0.3885625,133
0.388625,134
0.3886875,131
0.38875,126
0.3888125,125
0.388875,124
0.3889375,130
0.389,132
0.3890625,136
0.389125,139
0.3891875,143
0.38925,144
0.3893125,143
0.389375,139
0.3894375,132
0.3895,125
0.3895625,122
0.389625,125
0.3896875,132
0.38975,136
0.3898125,135
0.389875,134
0.3899375,133
0.39,138
0.3900625,137
0.390125,139
0.3901875,138
0.39025,137
0.3903125,137
0.390375,127
0.3904375,129
0.3905,123
0.3905625,132
0.390625,127
0.3906875,133
0.39075,137
0.3908125,136
0.390875,140
0.3909375,138
0.391,136
0.3910625,138
0.391125,140
0.3911875,137
0.39125,142
0.3913125,139
0.391375,136
0.3914375,129
0.3915,130
0.3915625,121
0.391625,119
0.3916875,117
0.39175,119
0.3918125,121
0.391875,125
0.3919375,136
0.392,135
0.3920625,136
0.392125,130
0.3921875,128
0.39225,122
0.3923125,120
0.392375,120
0.3924375,122
0.3925,124
0.3925625,126
0.392625,121
0.3926875,121
0.39275,117
0.3928125,118
0.392875,124
0.3929375,129
0.393,135
0.3930625,127
0.393125,130
0.3931875,122
0.39325,118
0.3933125,118
0.393375,120
0.3934375,112
0.3935,115
0.3935625,118
0.393625,118
0.3936875,118
0.39375,115
0.3938125,118
0.393875,118
0.3939375,118
0.394,117
0.3940625,120
0.394125,123
0.3941875,124
0.39425,121
0.3943125,124
0.394375,122
0.3944375,122
0.3945,122
0.3945625,124
0.394625,128
0.3946875,128
0.39475,125
0.3948125,122
0.394875,119
0.3949375,120
0.395,115
0.3950625,117
0.395125,117
0.3951875,114
0.39525,120
0.3953125,121
0.395375,122
0.3954375,119
0.3955,118
0.3955625,124
0.395625,130
0.3956875,133
0.39575,133
0.3958125,128
0.395875,126
0.3959375,122
0.396,120
0.3960625,122
0.396125,122
0.3961875,122
0.39625,122
0.3963125,120
0.396375,119
0.3964375,124
0.3965,125
0.3965625,124
0.396625,124
0.3966875,120
0.39675,116
0.3968125,112
0.396875,111
0.3969375,110
0.397,111
0.3970625,114
0.397125,116
0.3971875,124
0.39725,125
0.3973125,121
0.397375,119
0.3974375,117
0.3975,117
0.3975625,118
0.397625,119
0.3976875,116
0.39775,116
0.3978125,118
0.397875,119
0.3979375,124
0.398,121
0.3980625,124
0.398125,127
0.3981875,127
0.39825,125
0.3983125,126
0.398375,126
0.3984375,126
0.3985,132
0.3985625,130
0.398625,127
0.3986875,129
0.39875,124
0.3988125,121
0.398875,127
0.3989375,125
0.399,124
0.3990625,124
0.399125,120
0.3991875,116
0.39925,117
0.3993125,114
0.399375,112
0.3994375,110
0.3995,110
0.3995625,114
0.399625,119
0.3996875,118
0.39975,121
0.3998125,121
0.399875,121
0.3999375,125
0.4,126
0.4000625,127
0.400125,133
0.4001875,135
0.40025,135
0.4003125,134
0.400375,127
0.4004375,125
0.4005,127
0.4005625,118
0.400625,124
0.4006875,122
0.40075,125
0.4008125,124
0.400875,126
0.4009375,131
0.401,132
0.4010625,134
0.401125,137
0.4011875,138
0.40125,139
0.4013125,141
0.401375,143
0.4014375,148
0.4015,149
0.4015625,147
0.401625,142
0.4016875,134
0.40175,129
0.4018125,130
0.401875,124
0.4019375,125
0.402,121
0.4020625,121
0.402125,125
0.4021875,125
0.40225,133
0.4023125,134
0.402375,138
0.4024375,137
0.4025,141
0.4025625,142
0.402625,143
0.4026875,142
0.40275,139
0.4028125,133
0.402875,131
0.4029375,124
0.403,126
0.4030625,132
0.403125,135
0.4031875,135
0.40325,132
0.4033125,132
0.403375,124
0.4034375,116
0.4035,113
0.4035625,113
0.403625,113
0.4036875,114
0.40375,116
0.4038125,116
0.403875,119
0.4039375,127
0.404,132
0.4040625,129
0.404125,122
0.4041875,121
0.40425,122
0.4043125,121
0.404375,129
0.4044375,130
0.4045,133
0.4045625,135
0.404625,138
0.4046875,138
0.40475,136
0.4048125,128
0.404875,121
0.4049375,121
0.405,124
0.4050625,129
0.405125,130
0.4051875,126
0.40525,121
0.4053125,119
0.405375,115
0.4054375,115
0.4055,117
0.4055625,124
0.405625,132
0.4056875,133
0.40575,126
0.4058125,126
0.405875,126
0.4059375,128
0.406,129
0.4060625,128
0.406125,130
0.4061875,128
0.40625,128
0.4063125,126
0.406375,133
0.4064375,131
0.4065,132
0.4065625,122
0.406625,123
0.4066875,125
0.40675,126
0.4068125,135
0.406875,134
0.4069375,137
0.407,135
0.4070625,131
0.407125,133
0.4071875,132
0.40725,126
0.4073125,129
0.407375,125
0.4074375,135
0.4075,136
0.4075625,139
0.407625,143
0.4076875,140
0.40775,139
0.4078125,132
0.407875,130
0.4079375,132
0.408,127
0.4080625,122
0.408125,125
0.4081875,125
0.40825,127
0.4083125,130
0.408375,135
0.4084375,133
0.4085,134
0.4085625,132
0.408625,133
0.4086875,136
0.40875,133
0.4088125,135
0.408875,134
0.4089375,135
0.409,128
0.4090625,126
0.409125,127
0.4091875,129
0.40925,133
0.4093125,132
0.409375,139
0.4094375,142
0.4095,142
0.4095625,140
0.409625,135
0.4096875,137
0.40975,136
0.4098125,140
0.409875,140
0.4099375,140
0.41,137
0.4100625,137
0.410125,135
0.4101875,138
0.41025,138
0.4103125,136
0.410375,129
0.4104375,125
0.4105,124
0.4105625,122
0.410625,130
0.4106875,133
0.41075,138
0.4108125,138
0.410875,138
0.4109375,135
0.411,130
0.4110625,126
0.411125,123
0.4111875,129
0.41125,130
0.4113125,137
0.411375,138
0.4114375,138
0.4115,136
0.4115625,134
0.411625,135
0.4116875,127
0.41175,124
0.4118125,119
0.411875,124
0.4119375,124
0.412,124
0.4120625,122
0.412125,121
0.4121875,117
0.41225,115
0.4123125,112
0.412375,115
0.4124375,115
0.4125,119
0.4125625,126
0.412625,127
0.4126875,132
0.41275,123
0.4128125,118
0.412875,116
0.4129375,114
0.413,117
0.4130625,117
0.413125,120
0.4131875,121
0.41325,122
0.4133125,125
0.413375,125
0.4134375,125
0.4135,122
0.4135625,122
0.413625,121
0.4136875,118
0.41375,119
0.4138125,120
0.413875,124
0.4139375,121
0.414,121
0.4140625,120
0.414125,123
0.4141875,122
0.41425,119
0.4143125,117
0.414375,115
0.4144375,116
0.4145,117
0.4145625,119
0.414625,118
0.4146875,122
0.41475,120
0.4148125,121
0.414875,123
0.4149375,121
0.415,121
0.4150625,120
0.415125,120
0.4151875,116
0.41525,120
0.4153125,121
0.415375,116
0.4154375,114
0.4155,109
0.4155625,107
0.415625,108
0.4156875,108
0.41575,109
0.4158125,110
0.415875,111
0.4159375,115
0.416,116
0.4160625,119
0.416125,116
0.4161875,117
0.41625,113
0.4163125,114
0.416375,113
0.4164375,116
0.4165,117
0.4165625,119
0.416625,123
0.4166875,122
0.41675,122
0.4168125,121
0.416875,119
0.4169375,120
0.417,117
0.4170625,119
0.417125,119
0.4171875,117
0.41725,121
0.4173125,122
0.417375,119
0.4174375,121
0.4175,117
0.4175625,117
0.417625,117
0.4176875,116
0.41775,117
0.4178125,114
0.417875,115
0.4179375,118
0.418,128
0.4180625,130
0.418125,124
0.4181875,120
0.41825,121
0.4183125,127
0.418375,133
0.4184375,134
0.4185,137
0.4185625,136
0.418625,139
0.4186875,140
0.41875,139
0.4188125,137
0.418875,137
0.4189375,139
0.419,134
0.4190625,126
0.419125,126
0.4191875,130
0.41925,132
0.4193125,127
0.419375,117
0.4194375,118
0.4195,116
0.4195625,118
0.419625,124
0.4196875,120
0.41975,118
0.4198125,115
0.419875,117
0.4199375,112
0.42,109
0.4200625,108
0.420125,106
0.4201875,107
0.42025,109
0.4203125,115
0.420375,116
0.4204375,120
0.4205,118
0.4205625,121
0.420625,131
0.4206875,135
0.42075,141
0.4208125,139
0.420875,135
0.4209375,132
0.421,135
0.4210625,131
0.421125,126
0.4211875,126
0.42125,129
0.4213125,129
0.421375,129
0.4214375,129
0.4215,128
0.4215625,132
0.421625,134
0.4216875,139
0.42175,136
0.4218125,135
0.421875,134
0.4219375,129
0.422,127
0.4220625,122
0.422125,128
0.4221875,127
0.42225,121
0.4223125,125
0.422375,121
0.4224375,122
0.4225,127
0.4225625,121
0.422625,123
0.4226875,121
0.42275,126
0.4228125,117
0.422875,120
0.4229375,121
0.423,118
0.4230625,120
0.423125,129
0.4231875,136
0.42325,139
0.4233125,139
0.423375,135
0.4234375,138
0.4235,138
0.4235625,140
0.423625,140
0.4236875,142
0.42375,139
0.4238125,137
0.423875,137
0.4239375,140
0.424,132
0.4240625,126
0.424125,124
0.4241875,121
0.42425,122
0.4243125,120
0.424375,124
0.4244375,122
0.4245,119
0.4245625,117
0.424625,115
0.4246875,115
0.42475,111
0.4248125,112
0.424875,111
0.4249375,111
0.425,116
0.4250625,117
0.425125,116
0.4251875,114
0.42525,118
0.4253125,122
0.425375,126
0.4254375,129
0.4255,131
0.4255625,134
0.425625,142
0.4256875,143
0.42575,144
0.4258125,146
0.425875,143
0.4259375,142
0.426,144
0.4260625,144
0.426125,144
0.4261875,144
0.42625,143
0.4263125,142
0.426375,137
0.4264375,134
0.4265,137
0.4265625,137
0.426625,139
0.4266875,138
0.42675,134
0.4268125,130
0.426875,121
0.4269375,120
0.427,123
0.4270625,132
0.427125,135
0.4271875,140
0.42725,141
0.4273125,136
0.427375,128
0.4274375,132
0.4275,135
0.4275625,136
0.427625,133
0.4276875,135
0.42775,137
0.4278125,142
0.427875,144
0.4279375,141
0.428,144
0.4280625,141
0.428125,137
0.4281875,137
0.42825,134
0.4283125,135
0.428375,130
0.4284375,126
0.4285,127
0.4285625,128
0.428625,132
0.4286875,130
0.42875,129
0.4288125,132
0.428875,132
0.4289375,134
0.429,130
0.4290625,132
0.429125,135
0.4291875,132
0.42925,132
0.4293125,130
0.429375,134
0.4294375,131
0.4295,132
0.4295625,129
0.429625,122
0.4296875,119
0.42975,118
0.4298125,121
0.429875,121
0.4299375,122
0.43,126
0.4300625,126
0.430125,135
0.4301875,137
0.43025,137
0.4303125,132
0.430375,125
0.4304375,125
0.4305,123
0.4305625,126
0.430625,126
0.4306875,126
0.43075,125
0.4308125,132
0.430875,132
0.4309375,134
0.431,133
0.4310625,139
0.431125,137
0.4311875,135
0.43125,136
0.4313125,137
0.431375,142
0.4314375,144
0.4315,147
0.4315625,145
0.431625,147
0.4316875,145
0.43175,143
0.4318125,141
0.431875,136
0.4319375,137
0.432,139
0.4320625,143
0.432125,145
0.4321875,144
0.43225,144
0.4323125,141
0.432375,139
0.4324375,138
0.4325,134
0.4325625,132
0.432625,129
0.4326875,128
0.43275,122
0.4328125,122
0.432875,117
0.4329375,122
0.433,124
0.4330625,122
0.433125,119
0.4331875,118
0.43325,114
0.4333125,117
0.433375,120
0.4334375,125
0.4335,132
0.4335625,128
0.433625,129
0.4336875,124
0.43375,125
0.4338125,118
0.433875,115
0.4339375,108
0.434,109
0.4340625,109
0.434125,110
0.4341875,115
0.43425,112
0.4343125,113
0.434375,111
0.4344375,115
0.4345,116
0.4345625,117
0.434625,116
0.4346875,121
0.43475,126
0.4348125,129
0.434875,124
0.4349375,121
0.435,124
0.4350625,118
0.435125,130
0.4351875,135
0.43525,139
0.4353125,144
0.435375,130
0.4354375,123
0.4355,130
0.4355625,121
0.435625,115
0.4356875,112
0.43575,101
0.4358125,99
0.435875,98
0.4359375,97
0.436,96
0.4360625,95
0.436125,94
0.4361875,92
0.43625,91
0.4363125,95
0.436375,100
0.4364375,111
0.4365,126
0.4365625,145
0.436625,150
0.4366875,157
0.43675,159
0.4368125,157
0.436875,146
0.4369375,132
0.437,111
0.4370625,95
0.437125,89
0.4371875,84
0.43725,83
0.4373125,83
0.437375,82
0.4374375,86
0.4375,90
0.4375625,98
0.437625,117
0.4376875,145
0.43775,158
0.4378125,166
0.437875,172
0.4379375,172
0.438,171
0.4380625,170
0.438125,163
0.4381875,157
0.43825,140
0.4383125,117
0.438375,103
0.4384375,99
0.4385,100
0.4385625,98
0.438625,107
0.4386875,109
0.43875,127
0.4388125,135
0.438875,144
0.4389375,150
0.439,147
0.4390625,151
0.439125,145
0.4391875,143
0.43925,124
0.4393125,108
0.439375,103
0.4394375,97
0.4395,96
0.4395625,94
0.439625,95
0.4396875,94
0.43975,96
0.4398125,101
0.439875,108
0.4399375,127
0.44,143
0.4400625,150
0.440125,153
0.4401875,152
0.44025,152
0.4403125,147
0.440375,134
0.4404375,121
0.4405,105
0.4405625,100
0.440625,95
0.4406875,95
0.44075,91
0.4408125,95
0.440875,95
0.4409375,99
0.441,107
0.4410625,110
0.441125,115
0.4411875,119
0.44125,121
0.4413125,115
0.441375,122
0.4414375,108
0.4415,108
0.4415625,105
0.441625,103
0.4416875,106
0.44175,106
0.4418125,109
0.441875,108
0.4419375,127
0.442,124
0.4420625,138
0.442125,135
0.4421875,132
0.44225,142
0.4423125,133
0.442375,141
0.4424375,122
0.4425,132
0.4425625,120
0.442625,128
0.4426875,125
0.44275,137
0.4428125,149
0.442875,154
0.4429375,163
0.443,168
0.4430625,173
0.443125,176
0.4431875,179
0.44325,182
0.4433125,184
0.443375,184
0.4434375,184
0.4435,184
0.4435625,183
0.443625,181
0.4436875,180
0.44375,176
0.4438125,172
0.443875,166
0.4439375,158
0.444,147
0.4440625,122
0.444125,115
0.4441875,105
0.44425,101
0.4443125,97
0.444375,95
0.4444375,93
0.4445,90
0.4445625,89
0.444625,85
0.4446875,84
0.44475,83
0.4448125,82
0.444875,81
0.4449375,81
0.445,83
0.4450625,83
0.445125,86
0.4451875,89
0.44525,91
0.4453125,95
0.445375,99
0.4454375,101
0.4455,102
0.4455625,104
0.445625,96
0.4456875,91
0.44575,84
0.4458125,80
0.445875,76
0.4459375,71
0.446,69
0.4460625,66
0.446125,65
0.4461875,63
0.44625,62
0.4463125,62
0.446375,63
0.4464375,64
0.4465,65
0.4465625,67
0.446625,68
0.4466875,72
0.44675,75
0.4468125,79
0.446875,88
0.4469375,97
0.447,122
0.4470625,127
0.447125,159
0.4471875,160
0.44725,185
0.4473125,193
0.447375,197
0.4474375,205
0.4475,208
0.4475625,212
0.447625,215
0.4476875,217
0.44775,217
0.4478125,216
0.447875,214
0.4479375,210
0.448,204
0.4480625,192
0.448125,175
0.4481875,88
0.44825,61
0.4483125,52
0.448375,47
0.4484375,45
0.4485,43
0.4485625,45
0.448625,44
0.4486875,49
0.44875,54
0.4488125,61
0.448875,73
0.4489375,83
0.449,139
0.4490625,165
0.449125,177
0.4491875,178
0.44925,186
0.4493125,184
0.449375,186
0.4494375,188
0.4495,188
0.4495625,194
0.449625,198
0.4496875,201
0.44975,203
0.4498125,207
0.449875,209
0.4499375,210
0.45,210
0.4500625,207
0.450125,205
0.4501875,199
0.45025,187
0.4503125,163
0.450375,77
0.4504375,59
0.4505,51
0.4505625,44
0.450625,41
0.4506875,39
0.45075,39
0.4508125,39
0.450875,41
0.4509375,44
0.451,48
0.4510625,53
0.451125,57
0.4511875,65
0.45125,71
0.4513125,78
0.451375,86
0.4514375,86
0.4515,84
0.4515625,78
0.451625,75
0.4516875,69
0.45175,67
0.4518125,66
0.451875,65
0.4519375,67
0.452,67
0.4520625,68
0.452125,72
0.4521875,75
0.45225,79
0.4523125,81
0.452375,83
0.4524375,84
0.4525,86
0.4525625,92
0.452625,91
0.4526875,97
0.45275,106
0.4528125,134
0.452875,155
0.4529375,170
0.453,188
0.4530625,199
0.453125,204
0.4531875,209
0.45325,214
0.4533125,216
0.453375,219
0.4534375,219
0.4535,218
0.4535625,216
0.453625,213
0.4536875,207
0.45375,198
0.4538125,181
0.453875,107
0.4539375,72
0.454,55
0.4540625,50
0.454125,46
0.4541875,47
0.45425,45
0.4543125,48
0.454375,49
0.4544375,53
0.4545,62
0.4545625,68
0.454625,83
0.4546875,90
0.45475,126
0.4548125,154
0.454875,162
0.4549375,159
0.455,165
0.4550625,158
0.455125,162
0.4551875,167
0.45525,173
0.4553125,182
0.455375,189
0.4554375,195
0.4555,198
0.4555625,202
0.455625,205
0.4556875,207
0.45575,207
0.4558125,204
0.455875,202
0.4559375,197
0.456,188
0.4560625,176
0.456125,122
0.4561875,78
0.45625,67
0.4563125,61
0.456375,58
0.4564375,56
0.4565,59
0.4565625,61
0.456625,64
0.4566875,70
0.45675,78
0.4568125,93
0.456875,94
0.4569375,102
0.457,97
0.4570625,89
0.457125,85
0.4571875,77
0.45725,72
0.4573125,68
0.457375,67
0.4574375,67
0.4575,68
0.4575625,71
0.457625,74
0.4576875,79
0.45775,81
0.4578125,83
0.457875,86
0.4579375,84
0.458,80
0.4580625,73
0.458125,66
0.4581875,62
0.45825,58
0.4583125,54
0.458375,51
0.4584375,49
0.4585,47
0.4585625,47
0.458625,46
0.4586875,47
0.45875,48
0.4588125,51
0.458875,53
0.4589375,57
0.459,61
0.4590625,68
0.459125,81
0.4591875,112
0.45925,167
0.4593125,183
0.459375,195
0.4594375,203
0.4595,209
0.4595625,213
0.459625,217
0.4596875,220
0.45975,222
0.4598125,224
0.459875,224
0.4599375,224
0.46,222
0.4600625,220
0.460125,216
0.4601875,210
0.46025,200
0.4603125,181
0.460375,87
0.4604375,59
0.4605,49
0.4605625,42
0.460625,39
0.4606875,37
0.46075,37
0.4608125,37
0.460875,39
0.4609375,42
0.461,45
0.4610625,51
0.461125,59
0.4611875,69
0.46125,85
0.4613125,135
0.461375,172
0.4614375,182
0.4615,189
0.4615625,193
0.461625,196
0.4616875,199
0.46175,202
0.4618125,204
0.461875,206
0.4619375,208
0.462,209
0.4620625,210
0.462125,210
0.4621875,209
0.46225,207
