1268,  43410,  completed,  eof,  2018-09-20 07:31:10,  2018-09-20 07:32:01,  51,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.055045.modelParams|sensorParams|encoders|sine:n_296.modelParams|spParams|synPermInactiveDec_0.055135,  3000,  11,  14,  3,  0.055045,  296,  0.055135,  0.0251900956319,  1.31938441164, 
1268,  43411,  completed,  eof,  2018-09-20 07:31:13,  2018-09-20 07:32:06,  53,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.08002.modelParams|sensorParams|encoders|sine:n_371.modelParams|spParams|synPermInactiveDec_0.03021,  3000,  10,  15,  4,  0.08002,  371,  0.03021,  0.0261529685115,  1.36981691044, 
1268,  43412,  completed,  eof,  2018-09-20 07:31:20,  2018-09-20 07:32:21,  61,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|sine:n_521.modelParams|spParams|synPermInactiveDec_0.005285,  3000,  12,  16,  5,  0.1,  521,  0.005285,  0.0193594030401,  1.01398958396, 
1268,  43413,  completed,  eof,  2018-09-20 07:31:37,  2018-09-20 07:32:34,  57,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0822453257519.modelParams|sensorParams|encoders|sine:n_438.modelParams|spParams|synPermInactiveDec_0.00133268111044,  3000,  11,  16,  5,  0.0822453257519,  438,  0.00133268111044,  0.0203362970455,  1.06515646881, 
1268,  43414,  completed,  eof,  2018-09-20 07:31:56,  2018-09-20 07:32:53,  57,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0869911542956.modelParams|sensorParams|encoders|sine:n_446.modelParams|spParams|synPermInactiveDec_0.0003,  3000,  11,  16,  5,  0.0869911542956,  446,  0.0003,  0.0216456961049,  1.13373900748, 
1268,  43415,  completed,  eof,  2018-09-20 07:32:01,  2018-09-20 07:32:59,  58,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0938210840883.modelParams|sensorParams|encoders|sine:n_485.modelParams|spParams|synPermInactiveDec_0.00142878711074,  3000,  11,  16,  5,  0.0938210840883,  485,  0.00142878711074,  0.0225799865078,  1.18267443875, 
1268,  43416,  completed,  eof,  2018-09-20 07:32:06,  2018-09-20 07:33:03,  57,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0965029214563.modelParams|sensorParams|encoders|sine:n_493.modelParams|spParams|synPermInactiveDec_0.000376188302692,  3000,  12,  16,  5,  0.0965029214563,  493,  0.000376188302692,  0.0222213908292,  1.16389223342, 
1268,  43417,  completed,  eof,  2018-09-20 07:32:21,  2018-09-20 07:33:22,  61,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|sine:n_521.modelParams|spParams|synPermInactiveDec_0.00653125,  3000,  12,  16,  5,  0.1,  521,  0.00653125,  0.0212105784677,  1.1109488031, 
1268,  43418,  completed,  killed,  2018-09-20 07:32:34,  2018-09-20 07:33:22,  48,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0825244477419.modelParams|sensorParams|encoders|sine:n_435.modelParams|spParams|synPermInactiveDec_0.0173021993728,  2450,  12,  16,  5,  0.0825244477419,  435,  0.0173021993728,  0.0271036388401,  1.77451284361, 
1268,  43419,  completed,  killed,  2018-09-20 07:32:53,  2018-09-20 07:33:22,  29,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0838577552672.modelParams|sensorParams|encoders|sine:n_438.modelParams|spParams|synPermInactiveDec_0.0170605261226,  1150,  12,  16,  5,  0.0838577552672,  438,  0.0170605261226,  0.056969643905,  8.1379235716, 
1268,  43420,  completed,  killed,  2018-09-20 07:32:59,  2018-09-20 07:33:22,  23,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0857765765449.modelParams|sensorParams|encoders|sine:n_449.modelParams|spParams|synPermInactiveDec_0.0173246905845,  700,  12,  16,  5,  0.0857765765449,  449,  0.0173246905845,  0.0923392955077,  14.4886686254, 
1268,  43421,  completed,  killed,  2018-09-20 07:33:03,  2018-09-20 07:33:22,  19,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0884575111487.modelParams|sensorParams|encoders|sine:n_451.modelParams|spParams|synPermInactiveDec_0.0084245450741,  500,  12,  16,  5,  0.0884575111487,  451,  0.0084245450741,  0.124759655766,  19.5644433666, 
