seconds,predicted,anomalyScore,anomalyLikelihood
float,float,int,float
,,,
0.18738131458572393,0.24868988716485507,0.0,0.5
0.1253332335643039,0.18738131458572432,0.0,0.5
0.06279051952931337,0.12533323356430415,0.0,0.5
3.6739403974420594e-16,0.30901699437494745,0.0,0.5
-0.06279051952931265,0.06279051952931326,0.025,0.5
-0.12533323356430318,7.678535430653904e-17,0.05,0.5
-0.18738131458572496,-0.12533323356430404,0.0,0.5
-0.24868988716485474,-0.1873813145857248,0.0,0.5
-0.30901699437494706,-0.24868988716485477,0.025,0.5
-0.36812455268467725,-0.24868988716485477,0.025,0.5
-0.42577929156507166,-0.3090169943749473,0.1,0.5
-0.4817536741017156,-0.3681245526846777,0.075,0.5
-0.5358267949789967,-0.48175367410171555,0.025,0.5
-0.5877852522924728,-0.48175367410171555,0.1,0.5
-0.6374239897486892,-0.5358267949789965,0.05,0.5
-0.684547105928688,-0.6374239897486894,0.1,0.5
-0.7289686274214104,-0.6845471059286883,0.05,0.5
-0.770513242775788,-0.6845471059286883,0.15,0.5
-0.8090169943749461,-0.7289686274214113,0.2,0.5
-0.8443279255020156,-0.7705132427757889,0.125,0.5
-0.8763066800438639,-0.7705132427757889,0.125,0.5
-0.9048270524660197,-0.8763066800438636,0.175,0.5
-0.9297764858882513,-0.8763066800438636,0.025,0.5
-0.9510565162951534,-0.9297764858882513,0.0,0.5
-0.968583161128631,-0.9510565162951534,0.0,0.5
-0.9822872507286885,-0.9685831611286311,0.0,0.5
-0.9921147013144777,-0.9822872507286886,0.0,0.5
-0.9980267284282714,-0.8443279255020154,0.0,0.5
-1.0,-1.0,0.0,0.5
-0.9980267284282716,-0.9980267284282716,0.0,0.5
-0.9921147013144778,-0.9921147013144778,0.0,0.5
-0.9822872507286886,-0.9822872507286886,0.0,0.5
-0.9685831611286312,-0.9822872507286886,0.0,0.5
-0.9510565162951538,-0.9685831611286311,0.05,0.5
-0.9297764858882517,-0.9510565162951535,0.0,0.5
-0.90482705246602,-0.9297764858882513,0.025,0.5
-0.8763066800438644,-0.8763066800438636,0.025,0.5
-0.8443279255020161,-0.809016994374947,0.0,0.5
-0.8090169943749477,-0.809016994374947,0.05,0.5
-0.7705132427757897,-0.7289686274214113,0.0,0.5
-0.7289686274214111,-0.7289686274214113,0.025,0.5
-0.6845471059286885,-0.5877852522924727,0.0,0.5
-0.6374239897486897,-0.5877852522924727,0.025,0.5
-0.5877852522924735,-0.5358267949789965,0.0,0.5
-0.5358267949789973,-0.4257792915650722,0.0,0.5
-0.48175367410171627,-0.4257792915650722,0.0,0.5
-0.42577929156507405,-0.3681245526846777,0.0,0.5
-0.3681245526846781,-0.3090169943749473,0.0,0.5
-0.3090169943749479,-0.3090169943749479,0.0,0.5
-0.2486898871648556,0.24868988716485507,0.025,0.5
-0.18738131458572582,-0.06279051952931311,0.025,0.5
-0.12533323356430404,-0.06279051952931311,0.025,0.5
-0.0627905195293135,7.678535430653904e-17,0.0,0.5
-4.898587196589413e-16,0.06279051952931326,0.0,0.5
0.06279051952931254,0.06279051952931326,0.0,0.5
0.12533323356430304,0.12533323356430415,0.0,0.5
0.18738131458572482,0.18738131458572432,0.0,0.5
0.24868988716485463,0.7289686274214112,0.0,0.5
0.30901699437494695,0.30901699437494745,0.0,0.5
0.36812455268467714,0.36812455268467803,0.0,0.5
0.42577929156507155,0.42577929156507255,0.0,0.5
0.4817536741017155,0.8090169943749475,0.0,0.5
0.5358267949789965,0.5877852522924731,0.0,0.5
0.5877852522924728,0.6374239897486897,0.0,0.5
0.6374239897486891,0.6845471059286885,0.0,0.5
0.6845471059286891,0.7289686274214112,0.0,0.5
0.7289686274214117,0.7705132427757888,0.025,0.5
0.7705132427757891,0.8090169943749475,0.0,0.5
0.8090169943749471,0.8443279255020151,0.025,0.5
0.8443279255020146,0.9297764858882513,0.025,0.5
0.876306680043863,0.9048270524660195,0.0,0.5
0.9048270524660188,0.9048270524660195,0.05,0.5
0.9297764858882513,0.9048270524660192,0.075,0.5
0.9510565162951534,0.9510565162951534,0.05,0.5
0.9685831611286313,0.9510565162951534,0.0,0.5
0.9822872507286888,0.9685831611286311,0.0,0.5
0.9921147013144779,0.9822872507286886,0.0,0.5
0.9980267284282716,0.9822872507286886,0.0,0.5
1.0,0.9984162936752337,0.0,0.5
0.9980267284282717,0.9988914055726634,0.0,0.5
0.992114701314478,0.9986320024293458,0.0,0.5
0.9822872507286889,0.9921147013144778,0.0,0.5
0.9685831611286316,0.9822872507286886,0.0,0.5
0.9510565162951532,0.9297764858882513,0.0,0.5
0.9297764858882511,0.9510565162951534,0.0,0.5
0.9048270524660194,0.8763066800438633,0.0,0.5
0.8763066800438635,0.9048270524660194,0.0,0.5
0.8443279255020152,0.8763066800438633,0.0,0.5
0.8090169943749478,0.8443279255020149,0.0,0.5
0.7705132427757898,0.8090169943749473,0.0,0.5
0.7289686274214124,0.770513242775789,0.025,0.5
0.68454710592869,0.7289686274214117,0.0,0.5
0.6374239897486913,0.684547105928689,0.0,0.5
0.5877852522924751,0.63742398974869,0.0,0.5
0.535826794978996,0.5877852522924736,0.0,0.5
0.48175367410171493,0.5358267949789963,0.0,0.5
0.42577929156507255,0.48175367410171505,0.0,0.5
0.3681245526846782,0.4257792915650723,0.0,0.5
0.309016994374948,0.36812455268467786,0.0,0.5
0.2486898871648557,0.3090169943749475,0.0,0.5
0.18738131458572593,0.24868988716485513,0.0,0.5
0.1253332335643059,0.18738131458572493,0.0,0.5
0.0627905195293154,0.12533323356430442,0.0,0.5
2.388680238973927e-15,0.06279051952931375,0.0,0.5
-0.06279051952931418,6.513585641740045e-16,0.0,0.5
-0.1253332335643047,-0.0627905195293135,0.0,0.5
-0.1873813145857247,-0.12533323356430423,0.0,0.5
-0.24868988716485455,-0.18738131458572493,0.0,0.5
-0.3090169943749485,-0.24868988716485485,0.0,0.5
-0.3681245526846787,-0.3090169943749478,0.0,0.5
-0.42577929156507305,-0.36812455268467803,0.0,0.5
-0.4817536741017153,-0.4257792915650728,0.0,0.5
-0.5358267949789963,-0.4817536741017156,0.0,0.5
-0.5877852522924726,-0.5358267949789965,0.0,0.5
-0.6374239897486889,-0.5877852522924728,0.0,0.5
-0.6845471059286876,-0.6374239897486892,0.0,0.5
-0.7289686274214128,-0.6845471059286881,0.0,0.5
-0.7705132427757901,-0.6845471059286881,0.0,0.5
-0.8090169943749481,-0.7705132427757893,0.0,0.5
-0.8443279255020155,-0.8443279255020155,0.025,0.5
-0.8763066800438638,0.5877852522924736,0.025,0.5
-0.9048270524660196,-0.8443279255020155,0.0,0.5
-0.9297764858882513,-0.9048270524660196,0.0,0.5
-0.9510565162951534,-0.9297764858882513,0.0,0.5
-0.9685831611286309,-0.9297764858882513,0.0,0.5
-0.982287250728689,-0.9685831611286311,0.0,0.5
-0.9921147013144781,-0.9685831611286311,0.0,0.5
-0.9980267284282717,-0.9048270524660196,0.0,0.5
-1.0,-1.0,0.0,0.5
-0.9980267284282716,-0.9980267284282716,0.0,0.5
-0.9921147013144778,-0.9921147013144778,0.0,0.5
-0.9822872507286887,-0.36812455268467803,0.0,0.5
-0.9685831611286312,-0.9822872507286886,0.0,0.5
-0.9510565162951538,-0.9685831611286311,0.0,0.5
-0.9297764858882518,-0.9510565162951535,0.0,0.5
-0.9048270524660201,-0.9297764858882515,0.0,0.5
-0.8763066800438627,-0.8443279255020155,0.0,0.5
-0.8443279255020143,0.8090169943749473,0.025,0.5
-0.8090169943749468,-0.7705132427757893,0.0,0.5
-0.7705132427757888,-0.7289686274214117,0.0,0.5
-0.7289686274214113,-0.7289686274214117,0.0,0.5
-0.6845471059286887,-0.4817536741017156,0.0,0.5
-0.63742398974869,0.770513242775789,0.0,0.5
-0.5877852522924737,0.4257792915650723,0.0,0.5
-0.5358267949789975,-0.3090169943749478,0.0,0.5
-0.48175367410171654,-0.12533323356430423,0.0,0.5
-0.42577929156507427,6.513585641740045e-16,0.0,0.5
-0.36812455268467664,-0.24868988716485485,0.0,0.5
-0.3090169943749464,-0.3090169943749464,0.0,0.5
-0.2486898871648541,6.513585641740045e-16,0.0,0.5
-0.1873813145857243,0.684547105928689,0.0,0.5
-0.12533323356430426,-0.12533323356430426,0.0,0.5
-0.06279051952931375,6.513585641740045e-16,0.0,0.5
-7.347880794884119e-16,6.513585641740045e-16,0.0,0.5
0.06279051952931229,0.5358267949789963,0.0,0.5
0.12533323356430282,0.36812455268467786,0.0,0.5
0.18738131458572288,0.8090169943749473,0.0,0.5
0.2486898871648527,0.63742398974869,0.0,0.5
0.3090169943749484,0.63742398974869,0.0,0.5
0.3681245526846786,0.770513242775789,0.0,0.5
0.42577929156507294,0.42577929156507294,0.0,0.5
0.4817536741017152,0.8090169943749473,0.0,0.5
0.5358267949789962,0.8443279255020149,0.0,0.5
0.5877852522924725,0.8763066800438633,0.0,0.5
0.6374239897486889,0.8763066800438633,0.0,0.5
0.6845471059286876,0.6845471059286876,0.0,0.5
0.7289686274214102,0.7289686274214102,0.0,0.5
0.7705132427757878,0.7705132427757878,0.0,0.5
0.809016994374948,0.8443279255020149,0.0,0.5
0.8443279255020154,0.8443279255020149,0.0,0.5
0.8763066800438637,0.8763066800438633,0.0,0.5
0.9048270524660195,0.8763066800438633,0.025,0.5
0.9297764858882512,0.9822872507286886,0.0,0.5
0.9510565162951533,0.9822872507286886,0.0,0.5
0.9685831611286309,0.9297764858882511,0.0,0.5
0.9822872507286884,0.9822872507286886,0.0,0.5
0.9921147013144775,0.9822872507286885,0.0,0.5
0.9980267284282714,0.9822872507286885,0.0,0.5
1.0,0.9984504202290234,0.0,0.5
0.9980267284282718,0.9989152941603163,0.0,0.5
0.9921147013144778,0.998648724440703,0.0,0.5
0.9822872507286894,0.998648724440703,0.025,0.5
0.9685831611286312,0.9921147013144775,0.0,0.5
0.951056516295155,0.9921147013144775,0.175,0.5
0.9297764858882518,0.9297764858882518,0.65,0.5
0.9048270524660187,0.8763066800438633,0.5,0.5
0.8763066800438645,0.9685831611286311,0.675,0.5
0.8443279255020144,0.844327925502015,0.0,0.5
0.809016994374949,0.8443279255020149,0.0,0.5
0.7705132427757888,0.8090169943749478,0.0,0.5
0.7289686274214138,0.7705132427757886,0.0,0.5
0.6845471059286887,0.728968627421412,0.0,0.5
0.6374239897486929,0.6845471059286885,0.0,0.5
0.5877852522924738,0.6374239897486905,0.0,0.5
0.5358267949790007,0.5877852522924734,0.0,0.5
0.48175367410171666,0.5358267949789977,0.0,0.5
0.42577929156507116,0.48175367410171555,0.0,0.5
0.36812455268468003,0.42577929156507205,0.0,0.5
0.3090169943749465,0.3681245526846787,0.0,0.5
0.24868988716485765,0.30901699437494734,0.0,0.5
0.18738131458572443,0.24868988716485535,0.0,0.5
0.12533323356430792,0.18738131458572435,0.0,0.5
0.06279051952931387,0.12533323356430512,0.0,0.5
4.4099664382036485e-15,0.06279051952931347,0.0,0.5
-0.06279051952931217,1.4878501312137902e-15,0.0,0.5
-0.12533323356430268,-0.06279051952931314,0.0,0.5
-0.18738131458572274,-0.12533323356430376,0.0,0.5
-0.24868988716485604,-0.18738131458572413,0.0,0.5
-0.30901699437494495,-0.24868988716485502,0.0,0.5
-0.3681245526846785,-0.3090169943749466,0.0,0.5
-0.4257792915650696,-0.3681245526846778,0.0,0.5
-0.4817536741017151,-0.4257792915650721,0.0,0.5
-0.5358267949789931,-0.48175367410171566,0.0,0.5
-0.5877852522924724,-0.5358267949789957,0.0,0.5
-0.6374239897486887,-0.5877852522924728,0.0,0.5
-0.6845471059286875,-0.6374239897486892,0.0,0.5
-0.7289686274214127,-0.6374239897486892,0.0,0.5
-0.7705132427757878,-0.684547105928688,0.0,0.5
-0.809016994374948,-0.7705132427757886,0.0,0.5
-0.8443279255020135,-0.8090169943749472,0.0,0.5
-0.8763066800438637,-0.8443279255020145,0.025,0.5
-0.9048270524660179,-0.8763066800438635,0.0,0.5
-0.9297764858882512,-0.9048270524660191,0.0,0.5
-0.9510565162951533,-0.9297764858882513,0.0,0.5
-0.9685831611286307,-0.9297764858882513,0.0,0.5
-0.9822872507286884,-0.9510565162951534,0.0,0.5
-0.9921147013144775,-0.9822872507286885,0.0,0.5
-0.9980267284282717,-0.06279051952931314,0.0,0.5
-1.0,-1.0,0.0,0.5
-0.9980267284282716,-0.9980267284282716,0.0,0.5
-0.9921147013144782,-0.9921147013144782,0.0,0.5
-0.9822872507286887,-0.9822872507286887,0.05,0.5
-0.9685831611286313,-0.9822872507286885,0.225,0.5
-0.9510565162951539,-0.9822872507286885,0.0,0.5
-0.9297764858882519,-0.9510565162951535,1.0,0.5
-0.9048270524660202,-0.9510565162951535,0.0,0.5
-0.8763066800438646,-0.8443279255020145,0.0,0.5
-0.8443279255020163,-0.48175367410171566,0.0,0.5
-0.8090169943749469,-0.7705132427757886,0.0,0.5
-0.7705132427757911,-0.6374239897486892,0.0,0.5
-0.7289686274214113,0.6845471059286885,0.0,0.5
-0.6845471059286888,-0.48175367410171566,0.0,0.93096243403885337
-0.6374239897486902,-0.3090169943749466,0.0,0.86877159248927294
-0.5877852522924739,-0.3681245526846778,0.0,0.86877159248927294
-0.5358267949789978,0.48175367410171555,0.0,0.68794627822662013
-0.48175367410171677,0.06279051952931347,0.0,0.68794627822662013
-0.4257792915650745,0.728968627421412,0.0,0.68794627822662013
-0.3681245526846802,0.5877852522924734,0.0,0.68794627822662013
-0.30901699437495006,-0.30901699437495006,0.0,0.68794627822662013
-0.24868988716485438,0.42577929156507205,0.0,0.68794627822662013
-0.18738131458572455,-0.18738131458572455,0.0,0.68794627822662013
-0.1253332335643045,-0.1253332335643045,0.0,0.68794627822662013
-0.062790519529314,-0.062790519529314,0.0,0.68794627822662013
-9.797174393178826e-16,0.24868988716485535,0.0,0.68983928945673212
0.06279051952931204,0.9685831611286311,0.0,0.68983928945673212
0.12533323356430257,0.42577929156507205,0.0,0.68983928945673212
0.18738131458572263,0.18738131458572263,0.0,0.68983928945673212
0.24868988716485244,0.5877852522924734,0.0,0.68983928945673212
0.3090169943749448,0.6845471059286885,0.0,0.68983928945673212
0.36812455268467836,0.36812455268467836,0.0,0.68983928945673212
0.4257792915650727,0.4257792915650727,0.0,0.68983928945673212
0.481753674101715,0.481753674101715,0.0,0.68983928945673212
0.5358267949789961,0.5358267949789977,0.0,0.68983928945673212
0.5877852522924722,0.5877852522924722,0.0,0.68983928945673212
0.6374239897486886,0.6374239897486886,0.0,0.68983928945673212
0.6845471059286874,0.6845471059286874,0.0,0.68983928945673212
0.7289686274214101,0.7289686274214101,0.0,0.68983928945673212
0.7705132427757877,0.7705132427757877,0.0,0.68983928945673212
0.8090169943749479,0.8443279255020149,0.0,0.68983928945673212
0.8443279255020153,0.8090169943749478,0.0,0.68983928945673212
0.8763066800438637,0.844327925502015,0.0,0.68983928945673212
0.9048270524660194,0.8763066800438635,0.0,0.68983928945673212
0.9297764858882511,0.9297764858882511,0.0,0.68983928945673212
0.9510565162951532,0.9685831611286311,0.0,0.68983928945673212
0.9685831611286307,0.9685831611286311,0.0,0.68983928945673212
0.9822872507286884,0.9822872507286884,0.0,0.68983928945673212
0.9921147013144775,0.968583161128631,0.0,0.68983928945673212
0.9980267284282717,0.9822872507286885,0.0,0.68983928945673212
1.0,0.968583161128631,0.0,0.68983928945673212
0.9980267284282716,0.968583161128631,0.0,0.68983928945673212
0.9921147013144779,0.9986544600905982,0.0,0.68983928945673212
0.9822872507286887,0.9986544600905982,0.025,0.67514794963484104
0.9685831611286313,0.9822872507286885,0.0,0.67514794963484104
0.9510565162951539,0.9297764858882511,0.175,0.56577292359970732
0.9297764858882519,0.9510565162951536,0.6,0.7949436200996649
0.9048270524660202,0.9297764858882512,0.5,0.95033664113904903
0.8763066800438629,0.9297764858882512,0.7,0.99746325462334895
0.8443279255020164,0.8763066800438633,0.0,0.99746325462334895
0.809016994374947,0.8443279255020154,0.0,0.99746325462334895
0.7705132427757913,0.8090169943749476,0.0,0.99746325462334895
0.7289686274214116,0.770513242775789,0.0,0.99746325462334895
0.684547105928689,0.684547105928689,0.0,0.99711972490455436
0.6374239897486903,0.6845471059286884,0.0,0.99711972490455436
0.587785252292474,0.63742398974869,0.0,0.9932924981009531
0.5358267949789979,0.5358267949789979,0.0,0.93099469516246414
0.48175367410171377,0.5358267949789973,0.95,0.98696704225784826
0.4257792915650746,0.4817536741017149,0.0,0.85792080248225333
0.368124552684677,0.4257792915650729,0.0,0.85792080248225333
0.30901699437495017,0.3681245526846781,0.0,0.85792080248225333
0.2486898871648545,0.3090169943749477,0.0,0.85792080248225333
0.18738131458572815,0.24868988716485446,0.0,0.85792080248225333
0.12533323356430465,0.1873813145857251,0.0,0.85792080248225333
0.06279051952931411,0.12533323356430442,0.0,0.85792080248225333
1.102182119232618e-15,0.06279051952931336,0.0,0.85792080248225333
-0.06279051952931547,8.539605378077871e-16,0.0,0.85792080248225333
-0.12533323356430243,-0.06279051952931401,0.0,0.68983928945673212
-0.187381314585726,-0.1253332335643035,0.0,0.68983928945673212
-0.24868988716485232,-0.18738131458572477,0.0,0.68983928945673212
-0.30901699437494806,-0.24868988716485405,0.0,0.68983928945673212
-0.3681245526846749,-0.30901699437494773,0.0,0.68983928945673212
-0.4257792915650726,-0.3681245526846774,0.0,0.68983928945673212
-0.48175367410171177,-0.42577929156507277,0.0,0.68983928945673212
-0.535826794978996,-0.48175367410171466,0.0,0.68983928945673212
-0.5877852522924751,-0.5358267949789961,0.0,0.68983928945673212
-0.6374239897486885,-0.5877852522924737,0.0,0.68983928945673212
-0.68454710592869,-0.6374239897486892,0.0,0.68983928945673212
-0.72896862742141,-0.6845471059286887,0.0,0.68983928945673212
-0.7705132427757899,-0.7289686274214111,0.0,0.68983928945673212
-0.8090169943749457,-0.7705132427757894,0.0,0.68983928945673212
-0.8443279255020153,-0.8090169943749466,0.0,0.68983928945673212
-0.8763066800438619,-0.8443279255020151,0.0,0.68983928945673212
-0.9048270524660194,-0.9297764858882515,0.025,0.67514794963484104
-0.9297764858882498,-0.9048270524660194,0.0,0.67514794963484104
-0.9510565162951532,-0.9048270524660194,0.0,0.67514794963484104
-0.9685831611286316,-0.9510565162951534,0.0,0.67514794963484104
-0.9822872507286883,0.1873813145857251,0.0,0.67514794963484104
-0.992114701314478,-0.9685831611286313,0.025,0.66017901131544543
-0.9980267284282714,-0.9980267284282714,0.0,0.66017901131544543
-1.0,-1.0,0.0,0.66017901131544543
-0.9980267284282718,-0.9980267284282718,0.0,0.66017901131544543
-0.9921147013144779,-0.9921147013144779,0.0,0.66017901131544543
-0.9822872507286894,-0.9685831611286313,0.0,0.67514794963484104
-0.9685831611286313,-0.9822872507286886,0.175,0.56577292359970732
-0.951056516295155,-0.9685831611286313,0.15,0.53256015860338834
-0.929776485888252,-0.9685831611286313,0.975,0.95442362603767628
-0.9048270524660188,-0.9297764858882511,0.0,0.95442362603767628
-0.8763066800438646,-0.8443279255020151,0.0,0.95033664208420654
-0.8443279255020145,-0.06279051952931401,0.0,0.95033664208420654
-0.8090169943749491,-0.42577929156507277,0.0,0.95033664208420654
-0.770513242775789,-0.770513242775789,0.0,0.95033664208420654
-0.728968627421414,0.6845471059286884,0.0,0.95033664208420654
-0.6845471059286891,0.8443279255020154,0.0,0.95033664208420654
-0.6374239897486931,-0.24868988716485405,0.0,0.91301786118246953
-0.5877852522924741,8.539605378077871e-16,0.0,0.86698383793812162
-0.5358267949789949,0.1873813145857251,0.0,0.68983928945673212
-0.48175367410171693,0.3090169943749477,0.0,0.68983928945673212
-0.4257792915650715,-0.4257792915650715,0.0,0.68983928945673212
-0.3681245526846804,-0.18738131458572477,0.0,0.68983928945673212
-0.3090169943749469,-0.3090169943749469,0.0,0.68983928945673212
-0.24868988716485801,-0.24868988716485801,0.0,0.68983928945673212
-0.18738131458572477,-0.18738131458572477,0.0,0.68983928945673212
-0.12533323356430828,-0.12533323356430828,0.0,0.68983928945673212
-0.06279051952931423,-0.06279051952931423,0.0,0.68983928945673212
